hotspot,date,gw_anomaly,n_stations
H001,2024-11-11,0.13925000000000054,2
H001,2024-11-12,0.1394999999999993,2
H001,2024-11-13,0.14724999999999855,2
H001,2024-11-14,,1
H001,2024-11-15,0.14775000000000027,2
H001,2024-11-16,0.15349999999999953,2
H001,2024-11-17,0.14324999999999877,2
H001,2024-11-18,0.17399999999999904,2
H001,2024-11-19,0.15674999999999883,2
H001,2024-11-20,,1
H001,2024-11-21,0.1327499999999988,2
H001,2024-11-22,,1
H001,2024-11-23,0.14374999999999938,2
H001,2024-11-24,0.10299999999999887,2
H001,2024-11-25,0.043249999999998234,2
H001,2024-11-26,0.029999999999999583,2
H001,2024-11-27,0.047499999999998765,2
H001,2024-11-28,0.05675000000000008,2
H001,2024-11-29,0.0047499999999987,2
H001,2024-11-30,0.03675000000000006,2
H001,2024-12-01,0.019999999999998685,2
H001,2024-12-02,0.012999999999998568,2
H001,2024-12-03,-0.021250000000000213,2
H001,2024-12-04,-0.01900000000000035,2
H001,2024-12-05,-0.01124999999999976,2
H001,2024-12-06,-0.0009999999999994458,2
H001,2024-12-07,0.00024999999999897327,2
H001,2024-12-08,-0.01724999999999932,2
H001,2024-12-09,-0.03374999999999995,2
H001,2024-12-10,-0.011250000000001537,2
H001,2024-12-11,-0.004250000000001419,2
H001,2024-12-12,-0.010750000000000703,2
H001,2024-12-13,,1
H001,2024-12-14,,1
H001,2024-12-15,-0.04800000000000071,2
H001,2024-12-16,-0.01950000000000074,2
H001,2024-12-17,-0.01125000000000198,2
H001,2024-12-18,0.012499999999999512,2
H001,2024-12-19,-0.0017500000000005844,2
H001,2024-12-20,-0.005749999999999478,2
H001,2024-12-21,,1
H001,2024-12-22,-0.003750000000000364,2
H001,2024-12-23,-0.02200000000000113,2
H001,2024-12-24,,1
H001,2024-12-25,,1
H001,2024-12-27,,1
H001,2024-12-31,,1
H001,2025-01-01,-0.02875000000000072,2
H001,2025-01-02,-0.022750000000000492,2
H001,2025-01-03,-0.0334999999999992,2
H001,2025-01-04,-0.017500000000000515,2
H001,2025-01-05,-0.005250000000000643,2
H001,2025-01-06,-0.026750000000001606,2
H001,2025-01-07,-0.03625000000000167,2
H001,2025-01-08,-0.020000000000000018,2
H001,2025-01-09,-0.034250000000001,2
H001,2025-01-10,-0.02750000000000119,2
H001,2025-01-11,-0.020500000000001073,2
H001,2025-01-12,-0.030750000000000277,2
H001,2025-01-13,-0.02300000000000124,2
H001,2025-01-14,-0.028750000000000275,2
H001,2025-01-15,-0.045750000000001956,2
H001,2025-01-16,-0.04300000000000015,2
H001,2025-01-17,-0.06275000000000142,2
H001,2025-01-18,-0.033000000000000806,2
H001,2025-01-19,-0.025000000000001688,2
H001,2025-01-20,-0.01500000000000079,2
H001,2025-01-21,0.0014999999999991687,2
H001,2025-01-22,0.007500000000000728,2
H001,2025-01-23,-0.007000000000000561,2
H001,2025-01-24,-0.018750000000001155,2
H001,2025-01-25,-0.026250000000000107,2
H001,2025-01-28,-0.08875000000000077,2
H001,2025-01-29,-0.10850000000000026,2
H001,2025-01-30,-0.07425000000000148,2
H001,2025-02-02,,1
H001,2025-02-03,-0.1337500000000007,2
H001,2025-02-04,-0.13100000000000178,2
H001,2025-02-05,-0.12050000000000072,2
H001,2025-02-06,-0.1535000000000002,2
H001,2025-02-07,-0.15900000000000047,2
H001,2025-02-08,-0.15399999999999991,2
H001,2025-02-09,-0.17900000000000027,2
H001,2025-02-10,-0.16625000000000112,2
H001,2025-02-11,-0.1985000000000008,2
H001,2025-02-12,-0.19325000000000037,2
H001,2025-02-13,-0.20050000000000123,2
H001,2025-02-14,-0.18250000000000077,2
H001,2025-02-15,-0.1840000000000006,2
H001,2025-02-16,-0.20500000000000052,2
H001,2025-02-17,-0.23275000000000068,2
H001,2025-02-18,-0.23425000000000118,2
H001,2025-02-19,-0.1865000000000001,2
H001,2025-02-20,,1
H001,2025-02-21,-0.20949999999999913,2
H001,2025-02-24,,1
H001,2025-02-25,,1
H001,2025-02-26,,1
H001,2025-02-27,-0.2977500000000015,2
H001,2025-02-28,-0.2827500000000014,2
H001,2025-03-01,-0.29200000000000115,2
H001,2025-03-02,-0.3012499999999998,2
H001,2025-03-03,-0.27300000000000013,2
H001,2025-03-04,-0.30600000000000027,2
H001,2025-03-05,-0.3482500000000015,2
H001,2025-03-06,-0.3582500000000013,2
H001,2025-03-07,-0.36275000000000035,2
H001,2025-03-08,-0.37575000000000025,2
H001,2025-03-09,-0.39800000000000013,2
H001,2025-03-10,-0.4287500000000004,2
H001,2025-03-11,-0.412500000000001,2
H001,2025-03-12,-0.3712500000000003,2
H001,2025-03-13,-0.3650000000000002,2
H001,2025-03-14,-0.39600000000000124,2
H001,2025-03-15,-0.4074999999999993,2
H001,2025-03-16,-0.4237500000000005,2
H001,2025-03-17,-0.42100000000000004,2
H001,2025-03-18,-0.4242500000000011,2
H001,2025-03-19,-0.43525000000000036,2
H001,2025-03-20,-0.4470000000000005,2
H001,2025-03-21,-0.44425000000000114,2
H001,2025-03-22,-0.43800000000000017,2
H001,2025-03-23,-0.44700000000000184,2
H001,2025-03-24,-0.446500000000001,2
H001,2025-03-25,-0.43575000000000075,2
H001,2025-03-26,-0.4542500000000014,2
H001,2025-03-27,-0.4802500000000012,2
H001,2025-03-28,-0.5740000000000007,2
H001,2025-03-29,-0.5422500000000006,2
H001,2025-03-30,-0.62225,2
H001,2025-03-31,-0.6187500000000001,2
H001,2025-04-01,-0.6227500000000008,2
H001,2025-04-02,-0.6192500000000007,2
H001,2025-04-03,-0.6230000000000004,2
H001,2025-04-04,-0.6322500000000011,2
H001,2025-04-05,-0.6030000000000006,2
H001,2025-04-06,-0.5945000000000009,2
H001,2025-04-07,,1
H001,2025-04-08,-0.6847500000000017,2
H001,2025-04-09,-0.674250000000002,2
H001,2025-04-10,-0.6720000000000002,2
H001,2025-04-11,-0.6585000000000005,2
H001,2025-04-12,-0.6787500000000009,2
H001,2025-04-13,-0.6895000000000007,2
H001,2025-04-14,-0.6940000000000008,2
H001,2025-04-15,-0.6915000000000002,2
H001,2025-04-16,-0.6817500000000019,2
H001,2025-04-17,-0.680750000000002,2
H001,2025-04-18,-0.676499999999999,2
H001,2025-04-19,-0.6877500000000005,2
H001,2025-04-20,-0.6830000000000007,2
H001,2025-04-21,,1
H001,2025-04-22,-0.7272499999999993,2
H001,2025-04-23,-0.7197500000000001,2
H001,2025-04-24,-0.7062500000000012,2
H001,2025-04-26,,1
H001,2025-04-27,-0.7782500000000001,2
H001,2025-04-28,,1
H001,2025-04-29,,1
H001,2025-04-30,,1
H001,2025-05-01,,1
H001,2025-05-02,,1
H001,2025-05-03,,1
H001,2025-05-06,-0.8512500000000003,2
H001,2025-05-07,-0.8612500000000003,2
H001,2025-05-08,-0.8685000000000009,2
H001,2025-05-09,,1
H001,2025-05-10,,1
H001,2025-05-11,,1
H001,2025-05-13,-0.8937500000000009,2
H001,2025-05-14,-0.8819999999999988,2
H001,2025-05-15,-0.8782500000000002,2
H001,2025-05-16,,1
H001,2025-05-18,-0.8672500000000007,2
H001,2025-05-19,-0.8764999999999996,2
H001,2025-05-20,-0.8697500000000009,2
H001,2025-05-21,-0.8692500000000005,2
H001,2025-05-22,-0.8799999999999999,2
H001,2025-05-23,-0.8880000000000001,2
H001,2025-05-24,-0.9025000000000003,2
H001,2025-05-25,-0.9030000000000005,2
H001,2025-05-26,-0.8942499999999995,2
H001,2025-05-27,-0.8800000000000008,2
H001,2025-05-28,-0.8915000000000011,2
H001,2025-05-29,-0.9015000000000011,2
H001,2025-05-30,-0.9115000000000006,2
H001,2025-05-31,-0.9355000000000007,2
H001,2025-06-01,-0.9540000000000017,2
H001,2025-06-02,-0.9470000000000003,2
H001,2025-06-03,-0.9694999999999996,2
H001,2025-06-04,-0.9925000000000015,2
H001,2025-06-05,-1.022250000000001,2
H001,2025-06-06,,1
H001,2025-06-07,,1
H001,2025-06-08,,1
H001,2025-06-09,,1
H001,2025-06-10,,1
H001,2025-06-11,,1
H001,2025-06-12,,1
H001,2025-06-13,,1
H001,2025-06-14,-1.0652500000000007,2
H001,2025-06-15,,1
H001,2025-06-16,,1
H001,2025-06-17,,1
H001,2025-06-18,,1
H001,2025-06-20,,1
H001,2025-06-21,,1
H001,2025-06-22,,1
H001,2025-06-24,,1
H001,2025-06-26,,1
H001,2025-06-27,,1
H001,2025-06-28,,1
H001,2025-06-29,,1
H001,2025-06-30,,1
H001,2025-07-01,,1
H001,2025-07-02,,1
H001,2025-07-03,,1
H001,2025-07-05,,1
H001,2025-07-06,,1
H001,2025-07-07,,1
H001,2025-07-08,,1
H001,2025-07-09,,1
H001,2025-07-10,,1
H001,2025-07-11,,1
H001,2025-07-12,,1
H001,2025-07-13,,1
H001,2025-07-14,,1
H001,2025-07-15,,1
H001,2025-07-16,,1
H001,2025-07-20,,1
H001,2025-07-21,,1
H001,2025-07-23,,1
H001,2025-07-24,,1
H001,2025-07-27,,1
H001,2025-07-29,,1
H001,2025-07-30,,1
H001,2025-07-31,,1
H001,2025-08-01,,1
H001,2025-08-02,,1
H001,2025-08-03,,1
H001,2025-08-04,,1
H001,2025-08-05,,1
H001,2025-08-06,,1
H001,2025-08-07,,1
H001,2025-08-08,,1
H001,2025-08-09,,1
H001,2025-08-10,,1
H001,2025-08-11,,1
H001,2025-08-13,,1
H001,2025-08-18,,1
H001,2025-08-20,,1
H001,2025-08-21,,1
H001,2025-08-22,,1
H001,2025-08-23,,1
H001,2025-08-24,,1
H001,2025-08-25,,1
H001,2025-08-27,,1
H001,2025-08-28,,1
H001,2025-09-01,,1
H001,2025-09-02,,1
H001,2025-09-03,,1
H001,2025-09-04,,1
H001,2025-09-05,,1
H001,2025-09-06,,1
H001,2025-09-07,,1
H001,2025-09-08,,1
H001,2025-09-09,,1
H001,2025-09-10,,1
H001,2025-09-11,,1
H001,2025-09-12,,1
H001,2025-09-13,,1
H001,2025-09-14,,1
H001,2025-09-15,,1
H001,2025-09-16,,1
H001,2025-09-17,,1
H001,2025-09-18,,1
H001,2025-09-20,,1
H001,2025-09-21,,1
H001,2025-09-24,,1
H001,2025-09-25,,1
H001,2025-09-26,,1
H001,2025-09-27,,1
H001,2025-09-28,,1
H001,2025-09-29,,1
H001,2025-09-30,,1
H001,2025-10-01,,1
H004,2022-08-18,,1
H004,2022-08-19,,1
H004,2022-08-20,,1
H004,2022-08-21,,1
H004,2022-08-22,,1
H004,2022-08-23,,1
H004,2022-08-24,,1
H004,2022-08-25,,1
H004,2022-08-26,,1
H004,2022-08-27,,1
H004,2022-08-28,22.281499999999998,2
H004,2022-08-29,22.213250000000002,2
H004,2022-08-30,22.247,2
H004,2022-08-31,22.289749999999998,2
H004,2022-09-01,22.399,2
H004,2022-09-02,22.339750000000002,2
H004,2022-09-03,22.339,2
H004,2022-09-04,22.356499999999997,2
H004,2022-09-05,22.348,2
H004,2022-09-06,22.343999999999998,2
H004,2022-09-07,22.3615,2
H004,2022-09-08,22.302500000000002,2
H004,2022-09-09,22.328249999999997,2
H004,2022-09-10,22.32575,2
H004,2022-09-11,22.28525,2
H004,2022-09-12,22.343500000000002,2
H004,2022-09-13,22.318749999999998,2
H004,2022-09-14,22.34175,2
H004,2022-09-15,22.299500000000002,2
H004,2022-09-16,22.311,2
H004,2022-09-17,22.343,2
H004,2022-09-18,22.3285,2
H004,2022-09-19,22.3215,2
H004,2022-09-20,22.314,2
H004,2022-09-21,22.2945,2
H004,2022-09-22,22.37175,2
H004,2022-09-23,22.40075,2
H004,2022-09-24,22.42625,2
H004,2022-09-25,22.413249999999998,2
H004,2022-09-26,22.46125,2
H004,2022-09-27,22.416,2
H004,2022-09-28,22.41575,2
H004,2022-09-29,22.416,2
H004,2022-09-30,22.459,2
H004,2022-10-01,22.40775,2
H004,2022-10-02,22.4015,2
H004,2022-10-03,22.39675,2
H004,2022-10-04,22.4325,2
H004,2022-10-05,22.5,2
H004,2022-10-06,22.39875,2
H004,2022-10-07,22.4985,2
H004,2022-10-08,22.42675,2
H004,2022-10-09,22.43975,2
H004,2022-10-10,22.5045,2
H004,2022-10-11,22.451,2
H004,2022-10-12,22.50675,2
H004,2022-10-13,22.466,2
H004,2022-10-14,22.517,2
H004,2022-10-15,22.47325,2
H004,2022-10-16,22.501,2
H004,2022-10-17,22.5055,2
H004,2022-10-18,22.5145,2
H004,2022-10-19,22.408749999999998,2
H004,2022-10-20,22.50175,2
H004,2022-10-21,22.5045,2
H004,2022-10-22,22.555500000000002,2
H004,2022-10-23,22.52475,2
H004,2022-10-24,22.5365,2
H004,2022-10-25,22.42475,2
H004,2022-10-26,22.451999999999998,2
H004,2022-10-27,22.396,2
H004,2022-10-28,22.395,2
H004,2022-10-29,22.452,2
H004,2022-10-30,22.4665,2
H004,2022-10-31,22.4065,2
H004,2022-11-01,22.38725,2
H004,2022-11-02,22.39275,2
H004,2022-11-03,22.445999999999998,2
H004,2022-11-04,22.53425,2
H004,2022-11-05,22.48325,2
H004,2022-11-06,22.48125,2
H004,2022-11-07,22.408,2
H004,2022-11-08,22.52375,2
H004,2022-11-09,22.507749999999998,2
H004,2022-11-10,22.506999999999998,2
H004,2022-11-11,22.423000000000002,2
H004,2022-11-12,22.3915,2
H004,2022-11-13,22.3905,2
H004,2022-11-14,22.46975,2
H004,2022-11-15,22.5035,2
H004,2022-11-16,22.48625,2
H004,2022-11-17,22.48775,2
H004,2022-11-18,22.5125,2
H004,2022-11-19,22.4485,2
H004,2022-11-20,22.4755,2
H004,2022-11-21,22.485500000000002,2
H004,2022-11-22,22.488,2
H004,2022-11-23,22.535500000000003,2
H004,2022-11-24,4.115499999999999,3
H004,2022-11-25,3.891499999999999,3
H004,2022-11-26,3.8520000000000003,3
H004,2022-11-27,3.849499999999999,3
H004,2022-11-28,3.7575000000000003,3
H004,2022-11-29,3.7369999999999983,3
H004,2022-11-30,3.7270000000000003,3
H004,2022-12-01,3.7169999999999987,3
H004,2022-12-02,2.2473749999999995,4
H004,2022-12-03,2.2963749999999994,4
H004,2022-12-04,2.2163749999999998,4
H004,2022-12-05,2.2528749999999986,4
H004,2022-12-06,2.1748749999999992,4
H004,2022-12-07,2.239374999999999,4
H004,2022-12-08,2.149374999999999,4
H004,2022-12-09,2.2116249999999997,4
H004,2022-12-10,2.1481249999999994,4
H004,2022-12-11,2.191375,4
H004,2022-12-12,2.0996249999999996,4
H004,2022-12-13,2.1638749999999995,4
H004,2022-12-14,2.062124999999999,4
H004,2022-12-15,2.0973749999999995,4
H004,2022-12-16,2.035124999999999,4
H004,2022-12-17,2.0826249999999993,4
H004,2022-12-18,2.002625,4
H004,2022-12-19,2.0668749999999996,4
H004,2022-12-20,2.0021249999999986,4
H004,2022-12-21,2.0576249999999994,4
H004,2022-12-22,1.9746249999999996,4
H004,2022-12-23,2.0201249999999993,4
H004,2022-12-24,1.9541249999999986,4
H004,2022-12-25,1.9898749999999996,4
H004,2022-12-26,1.887624999999999,4
H004,2022-12-27,1.982875,4
H004,2022-12-28,1.913874999999999,4
H004,2022-12-29,1.9403749999999995,4
H004,2022-12-30,1.8758749999999997,4
H004,2022-12-31,1.9538749999999991,4
H004,2023-01-01,1.8766249999999998,4
H004,2023-01-02,1.8918749999999998,4
H004,2023-01-03,1.817124999999999,4
H004,2023-01-04,1.8621249999999998,4
H004,2023-01-05,1.7851249999999999,4
H004,2023-01-06,1.7926249999999992,4
H004,2023-01-07,1.6998749999999996,4
H004,2023-01-08,1.782375,4
H004,2023-01-09,1.7166249999999996,4
H004,2023-01-10,1.7738749999999985,4
H004,2023-01-11,1.7288749999999995,4
H004,2023-01-12,1.7893749999999988,4
H004,2023-01-13,1.6056249999999999,4
H004,2023-01-14,1.6778749999999993,4
H004,2023-01-15,1.5481249999999998,4
H004,2023-01-16,1.6878749999999982,4
H004,2023-01-17,1.5643749999999992,4
H004,2023-01-18,1.6363749999999984,4
H004,2023-01-19,1.495124999999999,4
H004,2023-01-20,1.4298749999999991,4
H004,2023-01-21,1.4373749999999994,4
H004,2023-01-22,1.591125,4
H004,2023-01-23,1.6178749999999988,4
H004,2023-01-24,1.623875,4
H004,2023-01-25,1.5646249999999995,4
H004,2023-01-26,1.6156249999999996,4
H004,2023-01-27,1.5666249999999993,4
H004,2023-01-28,1.5431249999999999,4
H004,2023-01-29,1.4163750000000004,4
H004,2023-01-30,1.5608749999999993,4
H004,2023-01-31,1.4548749999999986,4
H004,2023-02-01,1.5523749999999987,4
H004,2023-02-02,1.4438749999999985,4
H004,2023-02-03,1.5283749999999996,4
H004,2023-02-04,1.4216249999999997,4
H004,2023-02-05,1.5378749999999988,4
H004,2023-02-06,1.4323749999999995,4
H004,2023-02-07,1.4998749999999994,4
H004,2023-02-08,1.3896249999999988,4
H004,2023-02-09,1.4528749999999988,4
H004,2023-02-10,1.3633749999999996,4
H004,2023-02-11,1.4346249999999996,4
H004,2023-02-12,1.318624999999999,4
H004,2023-02-13,1.4148749999999986,4
H004,2023-02-14,1.2818749999999994,4
H004,2023-02-15,1.4256249999999993,4
H004,2023-02-16,1.2966249999999988,4
H004,2023-02-17,1.360125,4
H004,2023-02-18,1.2136249999999995,4
H004,2023-02-19,1.3718749999999993,4
H004,2023-02-20,1.2443749999999998,4
H004,2023-02-21,1.3261249999999993,4
H004,2023-02-22,1.2411249999999994,4
H004,2023-02-23,1.342624999999999,4
H004,2023-02-24,1.1908749999999992,4
H004,2023-02-25,1.3051250000000003,4
H004,2023-02-26,1.1813749999999992,4
H004,2023-02-27,1.2273749999999986,4
H004,2023-02-28,1.1968749999999995,4
H004,2023-03-01,1.3183749999999987,4
H004,2023-03-02,1.1576249999999995,4
H004,2023-03-03,1.240874999999999,4
H004,2023-03-04,1.1786249999999985,4
H004,2023-03-05,1.2783749999999987,4
H004,2023-03-06,1.1288749999999999,4
H004,2023-03-07,1.255374999999999,4
H004,2023-03-08,1.1568749999999994,4
H004,2023-03-09,1.2086249999999996,4
H004,2023-03-10,1.1096249999999985,4
H004,2023-03-11,1.2123749999999998,4
H004,2023-03-12,1.1161249999999994,4
H004,2023-03-13,1.152874999999999,4
H004,2023-03-14,1.027124999999999,4
H004,2023-03-15,1.1503750000000004,4
H004,2023-03-16,1.0861249999999991,4
H004,2023-03-17,1.137624999999999,4
H004,2023-03-18,1.0908749999999996,4
H004,2023-03-19,0.7583749999999991,4
H004,2023-03-20,0.4891249999999996,4
H004,2023-03-21,0.5438749999999981,4
H004,2023-03-22,0.41212499999999874,4
H004,2023-03-23,0.46987500000000004,4
H004,2023-03-24,0.3388749999999989,4
H004,2023-03-25,0.39912499999999973,4
H004,2023-03-26,0.30037499999999895,4
H004,2023-03-27,0.36812499999999826,4
H004,2023-03-28,0.2261249999999997,4
H004,2023-03-29,0.29787499999999945,4
H004,2023-03-30,0.24062499999999964,4
H004,2023-03-31,0.24637499999999868,4
H004,2023-04-01,0.29474999999999807,4
H004,2023-04-02,0.35487499999999894,4
H004,2023-04-03,0.31099999999999905,4
H004,2023-04-04,0.3151249999999983,4
H004,2023-04-05,0.27149999999999785,4
H004,2023-04-06,0.2650000000000001,4
H004,2023-04-07,0.22450000000000037,4
H004,2023-04-08,0.23612499999999947,4
H004,2023-04-09,0.145624999999999,4
H004,2023-04-10,0.19112499999999955,4
H004,2023-04-11,0.09274999999999878,4
H004,2023-04-12,0.19787499999999802,4
H004,2023-04-13,0.17075000000000085,4
H004,2023-04-14,0.19350000000000023,4
H004,2023-04-15,0.16299999999999937,4
H004,2023-04-16,0.15412499999999962,4
H004,2023-04-17,0.04974999999999952,4
H004,2023-04-18,0.15162499999999746,4
H004,2023-04-19,-0.023500000000002075,4
H004,2023-04-20,-0.05374999999999952,4
H004,2023-04-21,-0.03125000000000089,4
H004,2023-04-22,-0.03312500000000096,4
H004,2023-04-23,-0.05050000000000043,4
H004,2023-04-24,-0.054375000000000284,4
H004,2023-04-25,-0.14950000000000063,4
H004,2023-04-26,-0.11487499999999962,4
H004,2023-04-27,-0.20800000000000152,4
H004,2023-04-28,-0.1981250000000001,4
H004,2023-04-29,-0.24900000000000055,4
H004,2023-04-30,-0.16837499999999928,4
H004,2023-05-01,-0.19899999999999984,4
H004,2023-05-02,-0.19475000000000042,4
H004,2023-05-03,-0.29287500000000044,4
H004,2023-05-04,-0.1616249999999999,4
H004,2023-05-05,-0.17925000000000058,4
H004,2023-05-06,-0.15200000000000014,4
H004,2023-05-07,-0.17525000000000102,4
H004,2023-05-08,-0.18875000000000153,4
H004,2023-05-09,-0.21699999999999986,4
H004,2023-05-10,-0.24725000000000152,4
H004,2023-05-11,-0.261000000000001,4
H004,2023-05-12,-0.292250000000001,4
H004,2023-05-13,-0.31450000000000156,4
H004,2023-05-14,-0.34499999999999975,4
H004,2023-05-15,-0.3450000000000015,4
H004,2023-05-16,-0.40275000000000105,4
H004,2023-05-17,-0.53775,4
H004,2023-05-18,-0.42075000000000173,4
H004,2023-05-19,-0.40775000000000006,4
H004,2023-05-20,-0.45225000000000026,4
H004,2023-05-21,-0.5675000000000008,4
H004,2023-05-22,-0.5555000000000021,4
H004,2023-05-23,-0.6057500000000022,4
H004,2023-05-24,-0.6095000000000002,4
H004,2023-05-25,-0.6000000000000001,4
H004,2023-05-26,-0.541125000000001,4
H004,2023-05-27,-0.6228750000000005,4
H004,2023-05-28,-0.4743750000000011,4
H004,2023-05-29,-0.5081249999999997,4
H004,2023-05-30,-0.44087500000000013,4
H004,2023-05-31,-0.5366250000000008,4
H004,2023-06-01,-0.47087500000000126,4
H004,2023-06-02,-0.5771250000000006,4
H004,2023-06-03,-0.5036250000000004,4
H004,2023-06-04,-0.6083750000000006,4
H004,2023-06-05,-0.491625,4
H004,2023-06-06,-0.5553750000000011,4
H004,2023-06-07,-0.5008749999999997,4
H004,2023-06-08,-0.6636250000000006,4
H004,2023-06-09,-0.5823750000000003,4
H004,2023-06-10,-0.6321250000000003,4
H004,2023-06-11,-0.5828750000000005,4
H004,2023-06-12,-0.7753750000000004,4
H004,2023-06-13,-0.6998750000000005,4
H004,2023-06-14,-0.7256250000000013,4
H004,2023-06-15,-0.6403750000000006,4
H004,2023-06-16,-0.785375000000001,4
H004,2023-06-17,-0.6693749999999996,4
H004,2023-06-18,-0.8021250000000011,4
H004,2023-06-19,-0.7391250000000005,4
H004,2023-06-20,-0.7608749999999995,4
H004,2023-06-21,-0.6168750000000012,4
H004,2023-06-22,-0.562625000000001,4
H004,2023-06-23,-0.47862500000000097,4
H004,2023-06-24,-0.5453750000000004,4
H004,2023-06-25,-0.4068750000000003,4
H004,2023-06-26,-0.3706250000000004,4
H004,2023-06-27,-0.29987500000000034,4
H004,2023-06-28,-0.29912500000000053,4
H004,2023-06-29,-0.21887500000000082,4
H004,2023-06-30,-0.39787500000000087,4
H004,2023-07-01,-0.23562500000000064,4
H004,2023-07-02,-0.2703749999999996,4
H004,2023-07-03,-0.16637500000000105,4
H004,2023-07-04,-0.22362500000000063,4
H004,2023-07-05,-0.1296250000000001,4
H004,2023-07-06,-0.18937500000000052,4
H004,2023-07-07,-0.11512500000000037,4
H004,2023-07-08,-0.2003750000000002,4
H004,2023-07-09,-0.04387500000000033,4
H004,2023-07-10,-0.05612500000000065,4
H004,2023-07-11,-0.051375000000000615,4
H004,2023-07-12,-0.07262499999999994,4
H004,2023-07-13,0.06137499999999907,4
H004,2023-07-14,0.005874999999999186,4
H004,2023-07-15,0.10337499999999933,4
H004,2023-07-16,0.05662499999999904,4
H004,2023-07-17,0.10162499999999963,4
H004,2023-07-18,-0.0003750000000009024,4
H004,2023-07-19,0.14187499999999909,4
H004,2023-07-20,0.1348749999999992,4
H004,2023-07-21,0.15962499999999924,4
H004,2023-07-22,0.11887499999999895,4
H004,2023-07-23,0.1766249999999996,4
H004,2023-07-24,0.09137499999999932,4
H004,2023-07-25,0.1656249999999999,4
H004,2023-07-26,0.1691249999999993,4
H004,2023-07-27,0.2971250000000001,4
H004,2023-07-28,0.2556249999999993,4
H004,2023-07-29,0.4186249999999996,4
H004,2023-07-30,0.4071249999999993,4
H004,2023-07-31,0.33474999999999966,3
H004,2023-08-01,-0.2791250000000005,2
H004,2023-08-02,0.4836250000000002,4
H004,2023-08-03,0.4321249999999992,4
H004,2023-08-04,0.48737500000000034,4
H004,2023-08-05,0.4191249999999993,4
H004,2023-08-06,0.5166249999999994,4
H004,2023-08-07,0.4816250000000002,4
H004,2023-08-08,0.5246249999999999,4
H004,2023-08-09,0.46887499999999904,4
H004,2023-08-10,0.5178749999999996,4
H004,2023-08-11,0.4901249999999988,4
H004,2023-08-12,0.5473749999999995,4
H004,2023-08-13,0.4031250000000002,4
H004,2023-08-14,0.417624999999999,4
H004,2023-08-15,0.39762499999999923,4
H004,2023-08-16,0.48987499999999917,4
H004,2023-08-17,0.4501249999999992,4
H004,2023-08-18,0.4683749999999989,4
H004,2023-08-19,0.44687500000000013,4
H004,2023-08-20,0.49387499999999984,4
H004,2023-08-21,0.4263749999999995,4
H004,2023-08-22,0.48287499999999883,4
H004,2023-08-23,0.3973749999999998,4
H004,2023-08-24,0.49937499999999924,4
H004,2023-08-25,0.4601249999999999,4
H004,2023-08-26,0.47912499999999936,4
H004,2023-08-27,0.4328749999999997,4
H004,2023-08-28,0.4523750000000004,4
H004,2023-08-29,0.2881249999999995,4
H004,2023-08-30,0.3558749999999993,4
H004,2023-08-31,0.26337499999999925,4
H004,2023-09-01,0.2572499999999991,3
H004,2023-09-02,0.3511249999999997,2
H004,2023-09-03,,1
H004,2023-09-04,0.30012499999999953,2
H004,2023-09-05,0.34937499999999977,4
H004,2023-09-06,0.26062499999999966,4
H004,2023-09-07,0.3901249999999994,4
H004,2023-09-08,0.2993749999999986,4
H004,2023-09-09,0.39012499999999983,4
H004,2023-09-10,0.3576250000000001,4
H004,2023-09-11,0.5233749999999997,4
H004,2023-09-12,0.39237500000000036,4
H004,2023-09-13,0.47337499999999966,4
H004,2023-09-14,0.3653749999999998,4
H004,2023-09-15,0.45987500000000026,4
H004,2023-09-16,0.3323749999999992,4
H004,2023-09-17,0.4353749999999996,4
H004,2023-09-18,0.34412499999999957,4
H004,2023-09-19,0.4413750000000001,4
H004,2023-09-20,0.3506249999999995,4
H004,2023-09-21,0.4413749999999994,4
H004,2023-09-22,0.33512499999999923,4
H004,2023-09-23,0.40987499999999955,4
H004,2023-09-24,0.36762499999999854,4
H004,2023-09-25,0.4393749999999983,4
H004,2023-09-26,0.3513749999999991,4
H004,2023-09-27,0.39712499999999906,4
H004,2023-09-28,0.33687499999999915,4
H004,2023-09-29,0.4128749999999999,4
H004,2023-09-30,0.30512499999999854,4
H004,2023-10-01,0.36812500000000026,4
H004,2023-10-02,0.3031249999999992,4
H004,2023-10-03,0.3253749999999993,4
H004,2023-10-04,0.26712500000000006,4
H004,2023-10-05,0.2943749999999987,4
H004,2023-10-06,0.1458749999999993,4
H004,2023-10-07,0.23512500000000003,4
H004,2023-10-08,0.16537500000000005,4
H004,2023-10-09,0.1768749999999999,4
H004,2023-10-10,0.08387499999999903,4
H004,2023-10-11,-0.4166250000000007,2
H004,2023-10-12,-0.5416250000000016,2
H004,2023-10-13,0.12787499999999952,4
H004,2023-10-14,0.03337499999999949,4
H004,2023-10-15,0.13162500000000144,4
H004,2023-10-16,0.005124999999997826,4
H004,2023-10-17,0.12337499999999935,4
H004,2023-10-18,0.07462499999999928,4
H004,2023-10-19,0.15237499999999926,4
H004,2023-10-20,0.21199999999999974,3
H004,2023-10-21,0.240375,2
H004,2023-10-22,0.21199999999999974,3
H004,2023-10-23,0.030249999999998778,3
H004,2023-10-24,0.014624999999998778,4
H004,2023-10-25,0.11912500000000037,2
H004,2023-10-26,0.005124999999999602,4
H004,2023-10-27,0.06812500000000021,4
H004,2023-10-28,-0.03712500000000141,4
